"date","ccaa","province","new_cases","cases_accumulated","pcr","TestAc","cases_accumulated_pcr","Muestras.TestAc","muestras_totales","IA14","deceased","fallec_diarios","intensive_care","hospitalized","ocu_UCI_covid","ocu_hospi_covid","ocu_UCI_total","ocu_hospi_total","altas24h_total_covid","source_name","source","comments"
"2020-11-18","Asturias, Principado de","Asturias",458,20311,428,30,20186,125,361378,649.687,794,18,150,868,49.834,27.652,59.136,76.999,106,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-11-19","Asturias, Principado de","Asturias",325,20636,295,30,20481,155,367016,624.364,821,27,143,841,47.508,26.775,58.472,76.154,134,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-11-20","Asturias, Principado de","Asturias",357,20993,332,25,20813,180,373541,604.713,844,23,143,789,47.508,25.119,57.475,70.423,163,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-11-21","Asturias, Principado de","Asturias",322,21315,308,14,21121,194,378757,607.646,867,23,140,824,46.512,26.2,55.814,72.337,65,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-11-22","Asturias, Principado de","Asturias",249,21564,238,11,21359,205,382646,586.038,881,14,140,870,46.512,27.663,53.156,75.231,38,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-11-23","Asturias, Principado de","Asturias",220,21784,199,21,21558,226,387313,578.706,911,30,144,846,42.985,26.866,49.552,73.611,109,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-11-24","Asturias, Principado de","Asturias",400,22184,375,25,21933,251,394021,566.875,936,25,145,800,43.284,25.429,52.836,71.774,140,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-11-25","Asturias, Principado de","Asturias",262,22446,239,23,22172,274,399524,532.558,960,24,144,753,42.229,23.935,51.613,70.788,146,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-11-26","Asturias, Principado de","Asturias",288,22734,277,11,22449,285,406083,494.72,986,26,136,737,39.883,23.427,47.801,69.231,139,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-11-27","Asturias, Principado de","Asturias",266,23000,235,31,22684,316,411471,441.924,1013,27,132,702,38.71,22.385,47.801,65.561,114,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-11-28","Asturias, Principado de","Asturias",144,23144,137,7,22821,323,416501,412.984,1023,10,133,732,39.003,23.342,46.921,66.996,25,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-11-29","Asturias, Principado de","Asturias",185,23329,181,4,23002,327,420512,407.215,1044,21,130,750,38.123,23.916,46.041,69.898,35,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-11-30","Asturias, Principado de","Asturias",155,23484,136,19,23138,346,425376,394.016,1061,17,131,707,38.416,22.581,47.214,70.297,83,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-01","Asturias, Principado de","Asturias",245,23729,225,20,23363,366,431467,378.96,1077,16,134,695,39.296,22.197,49.853,70.393,89,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-02","Asturias, Principado de","Asturias",229,23958,214,15,23577,381,436951,356.57,1097,20,133,634,39.003,20.249,51.026,69.115,98,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-03","Asturias, Principado de","Asturias",233,24191,216,17,23793,398,442271,347.575,1116,19,129,669,37.83,21.326,47.801,69.398,90,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-04","Asturias, Principado de","Asturias",199,24390,178,21,23971,419,447000,332.127,1135,19,124,600,36.471,19.042,47.647,62.805,138,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-05","Asturias, Principado de","Asturias",230,24620,222,8,24193,427,451480,323.133,1151,16,122,604,35.882,19.291,47.059,62.696,32,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-06","Asturias, Principado de","Asturias",117,24737,112,5,24305,432,453941,310.227,1158,7,127,604,37.353,19.15,49.412,63.412,34,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-07","Asturias, Principado de","Asturias",101,24838,97,4,24402,436,456635,298.592,1175,17,128,597,37.647,18.922,50,65.357,33,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-08","Asturias, Principado de","Asturias",108,24946,104,4,24506,440,459354,270.043,1187,12,129,588,37.941,18.637,48.824,69.572,33,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-09","Asturias, Principado de","Asturias",130,25076,121,9,24627,449,462443,257.137,1204,17,123,575,36.176,18.225,49.412,71.791,79,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-10","Asturias, Principado de","Asturias",130,25206,126,4,24753,453,467586,241.689,1219,15,117,549,34.412,17.401,45.882,72.647,92,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-11","Asturias, Principado de","Asturias",177,25383,166,11,24919,464,472797,232.988,1235,16,117,474,34.412,15.033,46.765,65.461,104,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-12","Asturias, Principado de","Asturias",96,25479,95,1,25014,465,476310,228.295,1245,10,112,465,32.941,14.748,47.941,66.127,26,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-13","Asturias, Principado de","Asturias",143,25622,133,10,25147,475,479576,224.189,1249,4,110,483,32.353,15.299,44.412,69.433,13,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-14","Asturias, Principado de","Asturias",125,25747,113,12,25260,487,483063,221.255,1262,13,99,480,29.118,15.204,51.176,70.763,55,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-15","Asturias, Principado de","Asturias",117,25864,113,4,25373,491,487403,208.741,1270,8,92,444,27.545,14.064,41.617,69.591,72,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-16","Asturias, Principado de","Asturias",96,25960,89,7,25462,498,490754,195.737,1280,10,83,409,24.85,12.951,39.222,68.841,68,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-17","Asturias, Principado de","Asturias",92,26052,88,4,25550,502,495077,181.952,1292,12,81,370,24.251,11.716,39.82,66.213,64,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-18","Asturias, Principado de","Asturias",97,26149,89,8,25639,510,499040,171.979,1300,8,78,316,23.353,10.006,37.725,60.038,62,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-19","Asturias, Principado de","Asturias",61,26210,57,4,25696,514,501853,155.456,1304,4,79,316,24.534,10.08,39.752,61.244,9,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-20","Asturias, Principado de","Asturias",72,26282,72,0,25768,514,504289,151.056,1313,9,79,327,24.534,10.437,36.646,64.411,13,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-21","Asturias, Principado de","Asturias",77,26359,66,11,25834,525,508378,148.709,1317,4,77,308,23.913,9.815,38.199,63.862,41,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-22","Asturias, Principado de","Asturias",99,26458,94,5,25928,530,513505,147.829,1325,8,69,271,21.429,8.636,35.093,60.198,42,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-23","Asturias, Principado de","Asturias",96,26554,89,7,26017,537,518608,144.505,1329,4,68,215,21.118,6.851,35.093,52.326,56,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-24","Asturias, Principado de","Asturias",60,26614,56,4,26073,541,522861,137.661,1335,6,66,211,20.497,6.724,33.851,49.681,17,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-25","Asturias, Principado de","Asturias",56,26670,56,0,26129,541,525635,125.831,1342,7,64,210,19.876,6.692,33.54,51.625,16,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-26","Asturias, Principado de","Asturias",57,26727,53,4,26182,545,527192,122.018,1348,6,65,212,20.186,6.756,33.23,54.175,19,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-27","Asturias, Principado de","Asturias",82,26809,74,8,26256,553,529057,116.054,1351,3,65,229,20.186,7.281,33.54,58.315,6,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-28","Asturias, Principado de","Asturias",73,26882,56,17,26312,570,532232,110.97,1357,6,63,224,19.565,7.145,33.23,59.362,20,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-29","Asturias, Principado de","Asturias",144,27026,127,17,26439,587,535507,113.61,1360,3,64,205,19.876,6.537,33.54,59.12,21,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-30","Asturias, Principado de","Asturias",125,27151,105,20,26544,607,538297,116.445,1365,5,63,178,19.565,5.676,33.54,52.487,39,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2020-12-31","Asturias, Principado de","Asturias",109,27260,95,14,26639,621,540273,118.107,1370,5,61,172,18.944,5.485,31.056,52.073,14,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-01","Asturias, Principado de","Asturias",79,27339,76,3,26715,624,541543,116.347,1376,6,60,172,18.634,5.485,30.435,53.795,12,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-02","Asturias, Principado de","Asturias",62,27401,53,9,26768,633,543295,116.445,1379,3,59,175,18.323,5.58,30.745,56.92,7,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-03","Asturias, Principado de","Asturias",130,27531,125,5,26893,638,545514,122.116,1383,4,62,188,19.255,5.995,31.056,60.523,3,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-04","Asturias, Principado de","Asturias",137,27668,127,10,27020,648,548580,127.982,1386,3,62,181,19.255,5.761,31.366,62.412,18,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-05","Asturias, Principado de","Asturias",168,27836,146,22,27166,670,552589,134.728,1388,2,63,176,19.565,5.594,31.366,59.663,24,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-06","Asturias, Principado de","Asturias",178,28014,175,3,27341,673,555063,142.745,1395,7,62,191,19.255,6.071,31.366,63.318,11,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-07","Asturias, Principado de","Asturias",149,28163,140,9,27481,682,558203,151.447,1397,2,60,180,18.634,5.718,30.745,63.85,28,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-08","Asturias, Principado de","Asturias",198,28361,175,23,27656,705,561452,165.33,1400,3,60,175,18.634,5.554,31.677,60.87,30,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-09","Asturias, Principado de","Asturias",156,28517,149,7,27805,712,564056,175.01,1406,6,59,191,18.323,6.031,31.366,61.32,7,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-10","Asturias, Principado de","Asturias",190,28707,175,15,27980,727,567127,185.569,1408,2,57,214,17.702,6.753,29.814,65.005,5,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-11","Asturias, Principado de","Asturias",260,28967,217,43,28197,770,571082,203.852,1415,7,53,236,16.46,7.241,28.261,64.867,27,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-12","Asturias, Principado de","Asturias",321,29288,301,20,28498,790,575510,221.158,1416,1,54,242,16.77,7.632,30.745,69.694,26,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-13","Asturias, Principado de","Asturias",276,29564,261,15,28759,805,579201,235.921,1417,1,55,249,17.081,7.862,32.298,71.55,26,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-14","Asturias, Principado de","Asturias",329,29893,296,33,29055,838,583665,257.431,1421,4,57,241,17.702,7.607,35.093,70.928,38,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-15","Asturias, Principado de","Asturias",360,30253,330,30,29385,868,587757,284.904,1424,3,62,224,19.255,7.071,33.23,65.783,46,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-16","Asturias, Principado de","Asturias",259,30512,244,15,29629,883,590462,304.165,1431,7,62,247,19.255,7.794,31.988,67.561,15,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-17","Asturias, Principado de","Asturias",279,30791,253,26,29882,909,593881,318.733,1438,7,65,273,20.186,8.615,33.851,71.379,6,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-18","Asturias, Principado de","Asturias",274,31065,236,38,30118,947,598518,332.127,1449,11,61,305,18.944,9.624,32.609,73.872,31,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-19","Asturias, Principado de","Asturias",373,31438,310,63,30428,1010,603284,352.171,1457,8,54,329,16.77,10.395,31.677,75.513,42,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-20","Asturias, Principado de","Asturias",437,31875,371,66,30799,1076,608371,377.493,1466,9,63,340,19.565,10.742,34.161,74.945,33,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-21","Asturias, Principado de","Asturias",509,32384,456,53,31255,1129,613778,412.691,1478,12,60,365,18.576,11.525,33.746,75.371,37,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-22","Asturias, Principado de","Asturias",520,32904,440,80,31695,1209,619276,444.173,1489,11,64,372,19.814,11.746,34.365,70.035,56,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-23","Asturias, Principado de","Asturias",354,33258,313,41,32008,1250,622601,463.531,1498,9,68,412,21.053,12.997,33.746,71.293,19,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-24","Asturias, Principado de","Asturias",507,33765,471,36,32479,1286,627312,494.525,1507,9,70,443,21.672,13.97,33.127,72.627,13,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-25","Asturias, Principado de","Asturias",429,34194,382,47,32861,1333,632665,511.048,1512,5,74,452,22.91,14.254,33.746,77.073,64,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-26","Asturias, Principado de","Asturias",610,34804,549,61,33410,1394,638830,539.304,1516,4,81,476,25.077,15.021,37.152,77.375,61,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-27","Asturias, Principado de","Asturias",578,35382,521,57,33931,1451,644662,568.831,1529,13,85,492,26.316,15.486,39.009,75.449,76,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-28","Asturias, Principado de","Asturias",579,35961,571,8,34502,1459,650892,593.273,1546,17,91,481,28.173,15.178,42.724,73.777,72,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-29","Asturias, Principado de","Asturias",534,36495,480,54,34982,1513,657030,610.285,1557,11,92,497,28.483,15.688,40.557,69.223,84,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-30","Asturias, Principado de","Asturias",378,36873,347,31,35329,1544,661797,621.92,1567,10,94,550,29.102,17.372,39.628,71.099,29,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-01-31","Asturias, Principado de","Asturias",334,37207,307,27,35636,1571,665587,627.298,1571,4,100,583,30.395,18.391,41.033,75.237,14,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-01","Asturias, Principado de","Asturias",478,37685,423,55,36059,1626,671083,647.243,1584,13,102,574,31.003,18.136,42.857,75.166,80,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-02","Asturias, Principado de","Asturias",453,38138,417,36,36476,1662,677549,655.065,1599,15,109,584,32.733,18.475,46.547,76.242,82,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-03","Asturias, Principado de","Asturias",396,38534,348,48,36824,1710,682819,651.056,1610,11,117,565,35.135,17.852,47.447,75.45,96,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-04","Asturias, Principado de","Asturias",428,38962,386,42,37210,1752,689038,643.136,1621,11,125,531,37.538,16.777,48.949,76.019,97,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-05","Asturias, Principado de","Asturias",416,39378,378,38,37588,1790,694676,632.968,1630,9,116,539,34.835,17.03,46.847,69.605,92,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-06","Asturias, Principado de","Asturias",261,39639,243,18,37831,1808,699537,623.876,1634,4,122,572,36.637,18.073,47.447,71.627,30,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-07","Asturias, Principado de","Asturias",255,39894,247,8,38078,1816,703468,599.237,1640,6,122,606,36.637,19.147,49.55,75.355,30,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-08","Asturias, Principado de","Asturias",237,40131,200,37,38278,1853,708681,580.465,1646,6,122,581,36.637,18.357,52.252,76.209,109,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-09","Asturias, Principado de","Asturias",280,40411,250,30,38528,1883,714410,548.201,1656,10,123,572,36.937,18.073,51.952,76.619,82,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-10","Asturias, Principado de","Asturias",265,40676,243,22,38771,1905,719516,517.599,1668,12,125,573,37.538,18.104,52.252,76.398,80,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-11","Asturias, Principado de","Asturias",251,40927,223,28,38994,1933,725393,485.53,1681,13,125,526,37.538,16.619,51.051,73.333,93,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-12","Asturias, Principado de","Asturias",222,41149,200,22,39194,1955,729981,455.025,1692,11,127,511,38.138,16.176,51.652,68.598,85,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-13","Asturias, Principado de","Asturias",190,41339,181,9,39375,1964,733366,436.645,1700,8,129,520,38.739,16.461,51.351,69.611,21,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-14","Asturias, Principado de","Asturias",142,41481,130,12,39505,1976,736289,417.873,1705,5,131,537,39.339,16.999,52.853,72.365,18,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-15","Asturias, Principado de","Asturias",133,41614,119,14,39624,1990,740615,384.142,1713,8,132,493,39.64,15.601,52.252,72.437,78,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-16","Asturias, Principado de","Asturias",168,41782,151,17,39775,2007,745110,356.277,1721,8,130,459,39.039,14.525,51.051,72.943,70,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-17","Asturias, Principado de","Asturias",190,41972,175,15,39950,2022,749239,336.136,1723,2,128,445,38.438,14.082,49.55,72.089,71,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-18","Asturias, Principado de","Asturias",189,42161,169,20,40119,2042,753091,312.769,1731,8,127,412,38.138,13.038,49.85,71.551,58,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-19","Asturias, Principado de","Asturias",162,42323,142,20,40261,2062,756212,287.935,1738,7,123,367,36.937,11.599,47.748,64.791,96,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-20","Asturias, Principado de","Asturias",144,42467,126,18,40387,2080,758709,276.496,1750,12,121,391,36.336,12.358,48.048,64.507,28,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-21","Asturias, Principado de","Asturias",110,42577,104,6,40491,2086,761699,262.319,1758,8,124,388,37.237,12.263,48.949,69.058,13,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-22","Asturias, Principado de","Asturias",121,42698,105,16,40596,2102,765856,250.978,1765,7,124,360,37.237,11.378,50.751,69.975,69,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-23","Asturias, Principado de","Asturias",158,42856,140,18,40736,2120,769820,239.05,1769,4,117,346,35.135,10.936,49.249,70.575,48,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-24","Asturias, Principado de","Asturias",141,42997,129,12,40865,2132,773843,226.926,1777,8,112,331,33.634,10.465,47.748,70.471,56,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-25","Asturias, Principado de","Asturias",149,43146,132,17,40997,2149,776888,216.953,1788,11,114,302,34.234,9.548,48.949,68.606,51,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-26","Asturias, Principado de","Asturias",162,43308,152,10,41149,2159,780033,211.087,1793,5,111,282,33.333,8.904,47.147,63.783,62,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-27","Asturias, Principado de","Asturias",103,43411,93,10,41242,2169,782239,202.581,1800,7,110,290,33.033,9.157,46.246,65.077,14,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-02-28","Asturias, Principado de","Asturias",101,43512,95,6,41337,2175,784677,198.573,1809,9,111,292,33.333,9.232,45.345,65.002,11,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-01","Asturias, Principado de","Asturias",163,43675,137,26,41474,2201,788396,201.506,1814,5,110,279,33.033,8.815,46.246,69.258,48,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-02","Asturias, Principado de","Asturias",147,43822,136,11,41610,2212,792534,199.452,1819,5,108,278,32.432,8.767,48.048,69.316,37,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-03","Asturias, Principado de","Asturias",135,43957,119,16,41729,2228,796290,194.075,1826,7,103,274,30.931,8.641,45.646,67.613,42,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-04","Asturias, Principado de","Asturias",160,44117,139,21,41868,2249,799820,191.24,1829,3,105,269,31.532,8.488,47.748,68.413,29,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-05","Asturias, Principado de","Asturias",142,44259,132,10,42000,2259,803454,189.284,1835,6,103,244,30.931,7.7,46.547,64.153,41,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-06","Asturias, Principado de","Asturias",135,44394,115,20,42115,2279,805912,188.404,1838,3,106,271,31.832,8.935,46.547,65.018,4,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-07","Asturias, Principado de","Asturias",126,44520,118,8,42233,2287,808496,189.969,1838,0,106,278,31.832,8.764,47.447,67.875,2,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-08","Asturias, Principado de","Asturias",102,44622,94,8,42327,2295,812368,188.111,1841,3,103,257,30.931,8.102,46.847,67.465,43,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-09","Asturias, Principado de","Asturias",104,44726,88,16,42415,2311,816479,182.831,1842,1,103,234,30.931,7.377,46.246,68.884,45,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-10","Asturias, Principado de","Asturias",100,44826,94,6,42509,2317,820470,178.823,1847,5,102,238,30.631,7.487,46.547,67.946,28,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-11","Asturias, Principado de","Asturias",142,44968,129,13,42638,2330,823788,178.138,1849,2,104,224,31.231,7.057,45.946,69.061,38,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-12","Asturias, Principado de","Asturias",160,45128,143,17,42781,2347,826636,177.943,1851,2,93,203,27.928,6.4,40.541,63.808,47,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-13","Asturias, Principado de","Asturias",96,45224,90,6,42871,2353,828881,177.259,1854,3,93,205,27.928,6.463,40.24,64.47,5,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-14","Asturias, Principado de","Asturias",102,45326,102,0,42973,2353,830870,177.356,1857,3,89,221,26.727,6.967,40.24,67.434,9,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-15","Asturias, Principado de","Asturias",111,45437,100,11,43073,2364,833930,172.272,1859,2,91,218,27.327,6.883,41.441,69.056,29,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
